investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV002684,2024-05-06,120844,SIP,563,Delhi,New Delhi,T30,36-45,Female,56.2,UPI,VERIFIED
INV003503,2024-05-06,119599,Redemption,318710,Karnataka,Mysore,B30,36-45,Male,26.3,Net Banking,VERIFIED
INV003739,2024-05-06,120841,SIP,3425,Gujarat,Surat,T30,46-55,Female,81.0,Cheque,VERIFIED
INV000351,2024-05-06,120506,Redemption,141482,Madhya Pradesh,Indore,T30,56+,Female,62.9,Net Banking,PENDING
INV000371,2024-05-06,102886,Lumpsum,128121,Uttar Pradesh,Agra,B30,26-35,Male,14.6,UPI,VERIFIED
INV004428,2024-05-06,118633,SIP,981,Rajasthan,Udaipur,B30,26-35,Female,6.7,Cheque,VERIFIED
INV000934,2024-05-06,119598,SIP,999,Delhi,Gurugram,T30,56+,Male,37.4,Net Banking,VERIFIED
INV004604,2024-05-06,125497,SIP,9717,Haryana,Gurugram,T30,46-55,Male,74.6,UPI,VERIFIED
INV003880,2024-05-06,119094,SIP,2737,Gujarat,Surat,T30,26-35,Male,9.6,Net Banking,VERIFIED
INV001515,2024-05-06,120504,SIP,2520,Tamil Nadu,Coimbatore,B30,18-25,Male,7.4,Net Banking,VERIFIED
INV002276,2024-05-06,119094,SIP,25984,Telangana,Hyderabad,T30,46-55,Male,88.0,Net Banking,VERIFIED
INV004115,2024-05-06,101208,SIP,41074,Madhya Pradesh,Indore,T30,56+,Male,69.9,Net Banking,VERIFIED
INV003799,2024-06-06,100025,SIP,17708,Punjab,Amritsar,B30,18-25,Male,5.6,Net Banking,VERIFIED
INV000869,2024-06-06,119094,SIP,10803,West Bengal,Kolkata,T30,26-35,Female,12.1,Net Banking,VERIFIED
INV001874,2024-06-06,119095,Lumpsum,378753,Telangana,Hyderabad,T30,36-45,Male,21.3,Cheque,VERIFIED
INV003396,2024-06-06,102886,Lumpsum,279362,Karnataka,Mysore,B30,26-35,Male,23.4,Net Banking,VERIFIED
INV001530,2024-06-06,102885,SIP,3012,Telangana,Hyderabad,T30,26-35,Male,21.0,Net Banking,VERIFIED
INV001739,2024-06-06,118632,SIP,21777,West Bengal,Kolkata,T30,36-45,Female,45.5,UPI,VERIFIED
INV003383,2024-06-06,120841,SIP,7708,Karnataka,Mysore,B30,18-25,Male,4.6,Cheque,VERIFIED
INV000789,2024-06-06,148569,SIP,1859,Gujarat,Surat,T30,56+,Male,47.7,Cheque,VERIFIED
INV001736,2024-06-06,100016,Lumpsum,267118,Rajasthan,Udaipur,B30,46-55,Female,69.5,Mandate,VERIFIED
INV003311,2024-06-06,120506,SIP,25268,Madhya Pradesh,Bhopal,B30,26-35,Male,9.5,Cheque,VERIFIED
INV003338,2024-06-06,120504,Redemption,301348,Haryana,Faridabad,B30,46-55,Male,69.2,Mandate,VERIFIED
INV002262,2024-06-06,120503,Lumpsum,319645,Rajasthan,Udaipur,B30,26-35,Male,8.2,UPI,VERIFIED
INV000586,2024-06-06,118633,SIP,44733,West Bengal,Kolkata,T30,36-45,Male,43.8,Mandate,VERIFIED
INV001275,2024-06-06,102886,Lumpsum,95094,Delhi,Noida,T30,36-45,Female,37.4,UPI,VERIFIED
INV004278,2024-06-06,102887,Redemption,426053,Punjab,Chandigarh,T30,26-35,Male,21.8,Mandate,VERIFIED
INV002466,2024-06-06,118633,SIP,9679,Madhya Pradesh,Indore,T30,36-45,Male,36.9,Cheque,VERIFIED
INV001296,2024-06-06,118632,Lumpsum,96817,Gujarat,Ahmedabad,T30,26-35,Male,15.0,Net Banking,VERIFIED
INV003808,2024-06-06,149322,SIP,5718,Madhya Pradesh,Bhopal,B30,46-55,Female,62.5,Mandate,VERIFIED
INV003344,2024-06-06,120506,Redemption,105775,Haryana,Gurugram,T30,36-45,Female,52.5,UPI,VERIFIED
INV002606,2024-06-06,120843,SIP,10577,Telangana,Hyderabad,T30,26-35,Female,8.1,Cheque,VERIFIED
INV002911,2024-06-06,120504,Redemption,237447,Gujarat,Surat,T30,26-35,Male,24.1,UPI,VERIFIED
INV003391,2024-06-06,102887,SIP,2513,West Bengal,Kolkata,T30,26-35,Male,20.2,Cheque,PENDING
INV001909,2024-06-06,118634,Redemption,451051,Telangana,Hyderabad,T30,36-45,Male,34.2,Net Banking,VERIFIED
INV003422,2024-06-06,102887,Lumpsum,114957,Uttar Pradesh,Lucknow,T30,26-35,Male,9.0,Net Banking,VERIFIED
INV002060,2024-06-06,100016,SIP,8133,Madhya Pradesh,Indore,T30,36-45,Male,31.8,Mandate,VERIFIED
INV000127,2024-06-06,119092,Lumpsum,163476,Delhi,Gurugram,T30,18-25,Male,7.3,UPI,VERIFIED
INV000491,2024-06-06,119093,Lumpsum,255712,Madhya Pradesh,Indore,T30,56+,Male,58.2,UPI,VERIFIED
INV002693,2024-06-06,120504,SIP,50991,Uttar Pradesh,Kanpur,B30,26-35,Male,22.5,Net Banking,VERIFIED
INV002152,2024-06-06,100016,SIP,16645,Tamil Nadu,Coimbatore,B30,46-55,Male,69.8,Mandate,VERIFIED
INV003700,2024-06-06,120843,Lumpsum,248317,Maharashtra,Nashik,B30,46-55,Male,42.6,Cheque,VERIFIED
INV002813,2024-06-06,119598,Redemption,296345,Punjab,Chandigarh,T30,26-35,Male,13.5,Net Banking,VERIFIED
INV001478,2024-06-06,118634,SIP,1983,Maharashtra,Mumbai,T30,36-45,Male,24.2,UPI,PENDING
INV002130,2024-06-06,100016,SIP,1171,Maharashtra,Pune,T30,46-55,Male,22.5,UPI,PENDING
INV000169,2024-06-06,101208,Redemption,112393,Rajasthan,Jaipur,T30,26-35,Male,6.9,UPI,VERIFIED
INV000457,2024-06-06,148569,SIP,5495,Haryana,Faridabad,B30,26-35,Female,22.3,Mandate,VERIFIED
INV002898,2024-06-06,118636,SIP,1042,Maharashtra,Pune,T30,26-35,Female,8.1,Mandate,VERIFIED
INV002157,2024-06-06,102887,Lumpsum,174503,Punjab,Chandigarh,T30,26-35,Male,16.9,UPI,VERIFIED
INV002857,2024-06-06,120504,SIP,832,West Bengal,Kolkata,T30,56+,Male,36.7,Cheque,PENDING
INV001651,2024-06-06,101207,SIP,2202,Gujarat,Ahmedabad,T30,18-25,Male,4.1,Mandate,PENDING
INV004005,2024-06-06,120841,SIP,432,West Bengal,Kolkata,T30,26-35,Male,11.0,Net Banking,VERIFIED
INV002666,2024-06-06,148569,SIP,5565,Madhya Pradesh,Bhopal,B30,46-55,Female,93.7,UPI,VERIFIED
INV001362,2024-06-06,102885,SIP,555,Uttar Pradesh,Agra,B30,18-25,Male,8.0,Mandate,VERIFIED
INV002036,2024-06-06,125497,SIP,56691,Madhya Pradesh,Indore,T30,26-35,Male,23.2,Cheque,VERIFIED
INV000411,2024-06-06,125498,SIP,3431,West Bengal,Kolkata,T30,26-35,Female,11.1,UPI,VERIFIED
INV001662,2024-06-06,149324,SIP,11423,Delhi,Gurugram,T30,36-45,Male,45.6,Mandate,VERIFIED
INV002673,2024-06-06,120843,Redemption,168834,Maharashtra,Mumbai,T30,26-35,Male,14.2,Net Banking,VERIFIED
INV000351,2024-06-06,120843,SIP,57161,Madhya Pradesh,Indore,T30,56+,Female,62.9,Net Banking,VERIFIED
INV004666,2024-06-06,100033,Lumpsum,163220,Rajasthan,Jaipur,T30,26-35,Male,24.1,Mandate,VERIFIED
INV001029,2024-06-06,118633,Redemption,453111,Uttar Pradesh,Kanpur,B30,36-45,Male,44.2,Mandate,VERIFIED
INV003885,2024-06-06,120844,SIP,4417,West Bengal,Kolkata,T30,36-45,Male,52.3,Cheque,VERIFIED
INV003480,2024-06-06,102886,Redemption,47206,Madhya Pradesh,Bhopal,B30,26-35,Male,24.4,Net Banking,VERIFIED
INV000367,2024-06-06,118635,SIP,1084,Haryana,Gurugram,T30,36-45,Male,38.5,Cheque,VERIFIED
INV004505,2024-06-06,119092,Lumpsum,326682,Punjab,Amritsar,B30,26-35,Male,7.8,Mandate,VERIFIED
INV002390,2024-06-06,118632,SIP,56890,Uttar Pradesh,Kanpur,B30,56+,Female,24.4,Mandate,VERIFIED
INV002198,2024-06-06,101207,Lumpsum,388707,Delhi,Gurugram,T30,36-45,Female,43.3,UPI,VERIFIED
INV002188,2024-06-06,149322,SIP,5047,Rajasthan,Jaipur,T30,26-35,Male,19.1,Net Banking,VERIFIED
INV002619,2024-06-06,149323,Lumpsum,110871,Gujarat,Ahmedabad,T30,18-25,Male,3.4,Mandate,VERIFIED
INV003241,2024-06-06,120844,SIP,2005,Madhya Pradesh,Bhopal,B30,26-35,Male,8.4,UPI,VERIFIED
INV000526,2024-06-06,119094,Redemption,166946,Tamil Nadu,Coimbatore,B30,26-35,Female,16.5,Cheque,VERIFIED
INV000006,2024-06-06,100033,SIP,1059,Madhya Pradesh,Bhopal,B30,46-55,Female,43.0,Cheque,PENDING
INV000021,2024-06-06,120844,SIP,20323,Uttar Pradesh,Agra,B30,46-55,Male,76.8,Cheque,PENDING
INV000543,2024-06-06,100016,Redemption,176986,Haryana,Gurugram,T30,36-45,Male,45.4,Net Banking,VERIFIED
INV003612,2024-06-06,119094,SIP,2856,Gujarat,Surat,T30,56+,Male,71.8,Mandate,VERIFIED
INV003244,2024-06-06,120503,Lumpsum,37705,Telangana,Hyderabad,T30,26-35,Female,21.1,UPI,VERIFIED
INV004195,2024-07-06,120843,Lumpsum,362844,Tamil Nadu,Coimbatore,B30,26-35,Male,9.1,UPI,VERIFIED
INV003340,2024-07-06,120505,SIP,8169,Madhya Pradesh,Indore,T30,26-35,Male,22.5,Mandate,VERIFIED
INV003846,2024-07-06,102885,SIP,8067,Uttar Pradesh,Agra,B30,46-55,Female,44.2,Cheque,VERIFIED
INV001716,2024-07-06,149322,SIP,7284,Haryana,Gurugram,T30,36-45,Male,45.0,Net Banking,VERIFIED
INV001922,2024-07-06,149322,SIP,1195,West Bengal,Kolkata,T30,18-25,Male,5.5,Cheque,VERIFIED
INV000328,2024-07-06,148569,SIP,25276,Madhya Pradesh,Bhopal,B30,26-35,Male,19.6,UPI,VERIFIED
INV004684,2024-07-06,119095,SIP,4528,Tamil Nadu,Chennai,T30,26-35,Male,22.0,Cheque,VERIFIED
INV004901,2024-07-06,120843,Lumpsum,215230,Haryana,Gurugram,T30,26-35,Female,10.8,Mandate,VERIFIED
INV002752,2024-07-06,118634,SIP,4347,Rajasthan,Udaipur,B30,26-35,Male,20.1,UPI,VERIFIED
INV004132,2024-07-06,119095,SIP,490,Rajasthan,Jaipur,T30,18-25,Male,6.3,UPI,VERIFIED
INV000340,2024-07-06,120506,SIP,7825,Delhi,Gurugram,T30,26-35,Female,21.4,Cheque,VERIFIED
INV002215,2024-07-06,120503,SIP,9926,Madhya Pradesh,Bhopal,B30,18-25,Male,3.4,Net Banking,VERIFIED
INV001142,2024-07-06,101207,SIP,4599,Uttar Pradesh,Lucknow,T30,26-35,Male,16.8,UPI,VERIFIED
INV002030,2024-07-06,119120,SIP,897,Madhya Pradesh,Bhopal,B30,36-45,Male,31.7,Cheque,VERIFIED
INV000657,2024-07-06,120842,SIP,1852,Tamil Nadu,Coimbatore,B30,26-35,Female,11.4,Net Banking,VERIFIED
INV002213,2024-07-06,101208,SIP,27363,Maharashtra,Pune,T30,36-45,Female,33.8,Cheque,PENDING
INV001355,2024-07-06,119551,SIP,6435,Tamil Nadu,Chennai,T30,46-55,Female,89.8,Mandate,VERIFIED
INV004682,2024-07-06,120841,Redemption,348433,Telangana,Hyderabad,T30,26-35,Female,8.7,Cheque,VERIFIED
INV003129,2024-07-06,101207,Redemption,417229,Haryana,Gurugram,T30,36-45,Female,33.4,UPI,PENDING
INV004756,2024-07-06,149324,Lumpsum,70127,Gujarat,Surat,T30,46-55,Male,41.1,Mandate,VERIFIED
INV003730,2024-07-06,149324,SIP,22425,Madhya Pradesh,Bhopal,B30,26-35,Male,23.1,Cheque,VERIFIED
INV001418,2024-07-06,100025,SIP,468,Delhi,Noida,T30,36-45,Male,39.2,Cheque,VERIFIED
INV003907,2024-07-06,120507,SIP,2328,Gujarat,Surat,T30,46-55,Male,62.6,Net Banking,VERIFIED
INV004894,2024-07-06,102885,Lumpsum,42044,Telangana,Hyderabad,T30,26-35,Female,21.0,Mandate,VERIFIED
INV002174,2024-07-06,119094,Lumpsum,440777,Gujarat,Ahmedabad,T30,36-45,Male,25.1,UPI,VERIFIED
INV000069,2024-07-06,118633,SIP,10838,Gujarat,Ahmedabad,T30,56+,Female,35.9,UPI,VERIFIED
INV001119,2024-07-06,149323,SIP,52420,West Bengal,Kolkata,T30,46-55,Female,63.4,UPI,VERIFIED
INV000773,2024-07-06,118633,Redemption,147570,Haryana,Faridabad,B30,26-35,Female,22.2,Mandate,VERIFIED
INV004217,2024-07-06,100033,Redemption,116292,Punjab,Amritsar,B30,46-55,Female,30.7,Net Banking,VERIFIED
INV000960,2024-07-06,119120,Lumpsum,350431,West Bengal,Kolkata,T30,46-55,Male,90.6,Cheque,VERIFIED
INV002800,2024-07-06,119552,SIP,554,West Bengal,Kolkata,T30,36-45,Male,51.9,Mandate,VERIFIED
INV003005,2024-07-06,119092,SIP,2190,Punjab,Amritsar,B30,26-35,Male,24.5,UPI,VERIFIED
INV000847,2024-07-06,119095,Redemption,302912,West Bengal,Kolkata,T30,26-35,Female,17.8,UPI,VERIFIED
INV000193,2024-07-06,148568,Lumpsum,226186,Delhi,Gurugram,T30,26-35,Female,11.6,Mandate,VERIFIED
INV003003,2024-07-06,120841,SIP,432,West Bengal,Kolkata,T30,18-25,Female,3.1,UPI,VERIFIED
INV001812,2024-07-06,120842,Lumpsum,300792,Tamil Nadu,Coimbatore,B30,18-25,Male,6.6,Cheque,VERIFIED
INV002467,2024-07-06,120842,SIP,2913,Punjab,Chandigarh,T30,36-45,Male,12.3,Mandate,VERIFIED
INV000242,2024-07-06,120506,Redemption,64147,Maharashtra,Nashik,B30,36-45,Male,40.2,Mandate,VERIFIED
INV004143,2024-07-06,119093,SIP,841,Gujarat,Ahmedabad,T30,18-25,Male,7.4,Mandate,VERIFIED
INV003353,2024-07-06,149323,Lumpsum,467070,Rajasthan,Udaipur,B30,26-35,Female,13.3,Mandate,VERIFIED
INV004913,2024-07-06,101208,Lumpsum,75471,Rajasthan,Udaipur,B30,26-35,Male,8.6,Cheque,VERIFIED
INV000714,2024-07-06,125497,SIP,2918,Uttar Pradesh,Kanpur,B30,26-35,Female,23.8,Net Banking,VERIFIED
INV003731,2024-07-06,119552,Redemption,314798,Tamil Nadu,Coimbatore,B30,26-35,Female,9.9,Cheque,VERIFIED
INV003965,2024-07-06,118634,SIP,7547,Uttar Pradesh,Lucknow,T30,56+,Male,28.3,Cheque,VERIFIED
INV004595,2024-07-06,119092,Redemption,212445,Rajasthan,Udaipur,B30,36-45,Male,24.0,Net Banking,VERIFIED
INV004426,2024-07-06,120844,SIP,2998,Rajasthan,Jaipur,T30,26-35,Male,10.4,UPI,VERIFIED
INV002301,2024-07-06,119599,Redemption,166356,Delhi,Gurugram,T30,18-25,Male,6.9,Mandate,VERIFIED
INV004031,2024-07-06,125497,SIP,4023,Gujarat,Ahmedabad,T30,36-45,Male,27.5,Mandate,VERIFIED
INV003191,2024-07-06,118635,SIP,3149,Madhya Pradesh,Bhopal,B30,18-25,Female,6.8,Mandate,VERIFIED
INV002253,2024-07-06,118636,Redemption,98724,West Bengal,Kolkata,T30,46-55,Male,28.6,Mandate,VERIFIED
INV003761,2024-07-06,100025,SIP,6949,Karnataka,Mysore,B30,46-55,Male,61.2,Mandate,VERIFIED
INV000544,2024-07-06,148569,SIP,1139,Madhya Pradesh,Bhopal,B30,18-25,Male,3.6,Mandate,VERIFIED
INV001696,2024-07-06,101207,Lumpsum,149157,West Bengal,Kolkata,T30,56+,Female,55.8,Mandate,VERIFIED
INV001695,2024-07-06,119598,Lumpsum,192217,Punjab,Amritsar,B30,36-45,Male,24.0,Mandate,VERIFIED
INV003775,2024-07-06,119092,SIP,7885,Maharashtra,Mumbai,T30,56+,Male,12.8,Net Banking,VERIFIED
INV004045,2024-07-06,120843,Lumpsum,142975,Madhya Pradesh,Indore,T30,18-25,Male,4.2,Cheque,VERIFIED
INV000614,2024-07-06,119092,Redemption,67461,Rajasthan,Udaipur,B30,26-35,Male,6.1,UPI,VERIFIED
INV002495,2024-07-06,120504,SIP,29130,Maharashtra,Nashik,B30,26-35,Male,6.6,Net Banking,VERIFIED
INV001938,2024-07-06,119599,SIP,2244,Karnataka,Mysore,B30,26-35,Male,17.4,Cheque,VERIFIED
INV000425,2024-07-06,119092,Lumpsum,365718,Rajasthan,Jaipur,T30,56+,Male,77.2,Net Banking,VERIFIED
INV003011,2024-08-06,120506,Redemption,542494,Gujarat,Ahmedabad,T30,18-25,Male,4.4,Mandate,VERIFIED
INV001432,2024-08-06,119092,SIP,441,Uttar Pradesh,Lucknow,T30,36-45,Male,12.6,UPI,VERIFIED
INV000529,2024-08-06,102886,SIP,7207,Maharashtra,Mumbai,T30,18-25,Male,4.7,Mandate,VERIFIED
INV001585,2024-08-06,119120,SIP,23485,Telangana,Hyderabad,T30,36-45,Male,28.3,Net Banking,VERIFIED
INV003517,2024-08-06,118636,Redemption,480150,Gujarat,Ahmedabad,T30,26-35,Male,16.6,Net Banking,VERIFIED
INV001002,2024-08-06,118636,SIP,15391,Telangana,Hyderabad,T30,36-45,Male,52.5,Mandate,VERIFIED
INV004435,2024-08-06,119552,Lumpsum,59435,Rajasthan,Jaipur,T30,26-35,Female,15.9,Cheque,VERIFIED
INV000907,2024-08-06,120844,SIP,2722,Karnataka,Bangalore,T30,46-55,Female,64.5,Cheque,VERIFIED
INV003819,2024-08-06,120505,SIP,22749,Haryana,Gurugram,T30,26-35,Male,19.0,UPI,VERIFIED
INV001765,2024-08-06,102885,Redemption,164782,Uttar Pradesh,Kanpur,B30,46-55,Male,95.2,Mandate,VERIFIED
INV000249,2024-08-06,120506,SIP,43446,Punjab,Amritsar,B30,26-35,Male,13.4,Cheque,VERIFIED
INV003750,2024-08-06,100016,Lumpsum,223984,Uttar Pradesh,Kanpur,B30,26-35,Female,23.6,UPI,VERIFIED
INV003406,2024-08-06,149324,SIP,6717,Madhya Pradesh,Bhopal,B30,26-35,Male,21.2,Cheque,VERIFIED
INV000271,2024-08-06,119599,SIP,1638,Tamil Nadu,Coimbatore,B30,26-35,Female,6.4,Net Banking,VERIFIED
INV002192,2024-08-06,119094,SIP,6615,Uttar Pradesh,Lucknow,T30,18-25,Male,6.9,Cheque,VERIFIED
INV002400,2024-08-06,101208,SIP,400,Punjab,Chandigarh,T30,36-45,Male,15.5,UPI,VERIFIED
INV003572,2024-08-06,119599,Lumpsum,216846,Punjab,Amritsar,B30,46-55,Male,65.9,UPI,VERIFIED
INV001736,2024-08-06,100025,SIP,2818,Rajasthan,Udaipur,B30,46-55,Female,69.5,Cheque,VERIFIED
INV004527,2024-08-06,120507,SIP,11673,West Bengal,Kolkata,T30,36-45,Male,39.6,Cheque,VERIFIED
INV000107,2024-08-06,102885,Lumpsum,287095,Maharashtra,Mumbai,T30,26-35,Male,14.7,UPI,PENDING
INV003954,2024-08-06,118635,SIP,1140,Rajasthan,Udaipur,B30,26-35,Male,7.1,Cheque,VERIFIED
INV004892,2024-08-06,119120,Lumpsum,407071,West Bengal,Kolkata,T30,26-35,Female,22.7,UPI,VERIFIED
INV002394,2024-08-06,119598,Lumpsum,325806,Delhi,Gurugram,T30,46-55,Male,84.9,UPI,VERIFIED
INV003051,2024-08-06,101206,SIP,25050,Haryana,Faridabad,B30,36-45,Male,40.2,Cheque,VERIFIED
INV003280,2024-08-06,118635,SIP,40592,Haryana,Faridabad,B30,26-35,Female,9.0,Cheque,VERIFIED
INV000802,2024-08-06,120506,Redemption,438287,Gujarat,Ahmedabad,T30,36-45,Male,34.4,Net Banking,VERIFIED
INV002413,2024-08-06,118633,Redemption,254316,Gujarat,Surat,T30,26-35,Male,14.4,UPI,VERIFIED
INV000477,2024-08-06,100025,Lumpsum,103873,Uttar Pradesh,Lucknow,T30,18-25,Female,5.3,UPI,PENDING
INV000465,2024-08-06,118635,SIP,2965,Maharashtra,Nashik,B30,26-35,Male,20.8,Net Banking,VERIFIED
INV002127,2024-08-06,125497,Redemption,96830,Rajasthan,Udaipur,B30,18-25,Male,7.4,Cheque,VERIFIED
INV004846,2024-08-06,101206,Redemption,37203,Rajasthan,Udaipur,B30,26-35,Male,9.2,Net Banking,VERIFIED
INV000178,2024-08-06,101208,SIP,8153,West Bengal,Kolkata,T30,56+,Female,43.0,Cheque,VERIFIED
INV004843,2024-08-06,120844,SIP,3255,Haryana,Faridabad,B30,56+,Male,49.8,Mandate,VERIFIED
INV004831,2024-08-06,119093,Redemption,501269,Maharashtra,Mumbai,T30,18-25,Female,5.9,Net Banking,VERIFIED
INV003021,2024-08-06,102886,Redemption,484986,Telangana,Hyderabad,T30,56+,Female,65.0,Net Banking,VERIFIED
INV002067,2024-08-06,119092,SIP,55897,Gujarat,Ahmedabad,T30,36-45,Female,46.2,Net Banking,VERIFIED
INV003016,2024-08-06,120503,SIP,28405,Madhya Pradesh,Bhopal,B30,26-35,Male,12.7,Mandate,VERIFIED
INV003625,2024-08-06,119552,Lumpsum,415346,Telangana,Hyderabad,T30,26-35,Female,22.0,UPI,VERIFIED
INV000881,2024-08-06,125498,Redemption,208113,Uttar Pradesh,Agra,B30,26-35,Male,17.1,UPI,VERIFIED
INV000705,2024-08-06,120505,Lumpsum,65377,Delhi,Noida,T30,26-35,Male,6.9,Mandate,VERIFIED
INV003810,2024-08-06,120506,Redemption,571591,Maharashtra,Nashik,B30,26-35,Male,24.7,Mandate,VERIFIED
INV001041,2024-08-06,148569,SIP,40761,Madhya Pradesh,Bhopal,B30,18-25,Male,5.1,Cheque,VERIFIED
INV004070,2024-08-06,101208,Lumpsum,19532,Maharashtra,Pune,T30,26-35,Male,13.8,Mandate,VERIFIED
INV004610,2024-08-06,125498,Redemption,260743,Telangana,Hyderabad,T30,26-35,Female,19.9,Mandate,VERIFIED
INV000671,2024-08-06,118632,Lumpsum,339299,Uttar Pradesh,Agra,B30,36-45,Female,15.3,Mandate,VERIFIED
INV000915,2024-08-06,100025,Redemption,199947,West Bengal,Kolkata,T30,36-45,Male,55.9,Mandate,VERIFIED
INV004984,2024-08-06,125497,Redemption,485680,Uttar Pradesh,Agra,B30,46-55,Female,78.8,Cheque,VERIFIED
INV000963,2024-08-06,125497,SIP,8079,Punjab,Chandigarh,T30,18-25,Male,4.9,Mandate,VERIFIED
INV003738,2024-08-06,120505,Redemption,517001,Delhi,Noida,T30,26-35,Male,19.0,Cheque,VERIFIED
INV004390,2024-08-06,119092,SIP,456,Gujarat,Ahmedabad,T30,18-25,Female,6.0,Cheque,VERIFIED
INV002033,2024-08-06,148567,Lumpsum,357533,Gujarat,Ahmedabad,T30,46-55,Male,18.9,Net Banking,VERIFIED
INV002270,2024-08-06,120506,SIP,4712,Madhya Pradesh,Indore,T30,46-55,Female,23.9,Mandate,VERIFIED
INV001705,2024-08-06,119093,SIP,22915,Haryana,Faridabad,B30,46-55,Male,84.3,Net Banking,VERIFIED
INV004473,2024-08-06,148568,Redemption,57796,Karnataka,Mysore,B30,18-25,Male,5.6,UPI,VERIFIED
INV002722,2024-08-06,119551,SIP,3087,Delhi,Noida,T30,36-45,Female,50.9,Cheque,VERIFIED
INV002726,2024-08-06,119552,Lumpsum,468931,Gujarat,Ahmedabad,T30,36-45,Male,16.9,Mandate,VERIFIED
INV002040,2024-08-06,120506,Lumpsum,96720,Karnataka,Mysore,B30,36-45,Female,49.1,UPI,VERIFIED
INV004201,2024-08-06,100025,Lumpsum,207673,Telangana,Hyderabad,T30,36-45,Male,20.2,Net Banking,VERIFIED
INV004702,2024-08-06,118632,SIP,56288,Maharashtra,Nashik,B30,26-35,Male,23.3,Cheque,PENDING
INV004719,2024-08-06,120507,SIP,1815,Haryana,Gurugram,T30,46-55,Male,86.8,Cheque,VERIFIED
INV004655,2024-08-06,149324,Lumpsum,31835,Telangana,Hyderabad,T30,36-45,Male,19.7,Net Banking,PENDING
INV002766,2024-08-06,119551,Redemption,78674,Punjab,Chandigarh,T30,26-35,Female,8.7,UPI,VERIFIED
INV004401,2024-08-06,119599,SIP,11533,Rajasthan,Udaipur,B30,26-35,Male,22.6,UPI,VERIFIED
INV004003,2024-08-06,125497,Lumpsum,166188,West Bengal,Kolkata,T30,26-35,Male,9.5,Mandate,VERIFIED
INV004465,2024-08-06,119551,SIP,47655,Gujarat,Surat,T30,26-35,Male,14.2,Mandate,VERIFIED
INV002949,2024-08-06,120507,Lumpsum,286640,Rajasthan,Jaipur,T30,26-35,Female,16.8,Cheque,VERIFIED
INV001368,2024-08-06,101206,Redemption,9909,Tamil Nadu,Chennai,T30,36-45,Female,23.3,Net Banking,VERIFIED
INV002244,2024-08-06,118636,SIP,9792,Maharashtra,Mumbai,T30,36-45,Male,49.4,Net Banking,VERIFIED
INV004099,2024-08-06,118632,SIP,48696,West Bengal,Kolkata,T30,26-35,Male,22.6,UPI,VERIFIED
INV001592,2024-08-06,118634,Lumpsum,70844,Telangana,Hyderabad,T30,18-25,Male,4.3,Cheque,PENDING
INV004964,2024-08-06,102886,SIP,8766,Rajasthan,Jaipur,T30,56+,Male,20.5,Cheque,VERIFIED
INV000314,2024-08-06,120506,Lumpsum,165874,West Bengal,Kolkata,T30,26-35,Male,20.5,UPI,VERIFIED
INV004981,2024-08-06,102886,Redemption,515668,Haryana,Faridabad,B30,18-25,Male,3.5,Net Banking,VERIFIED
INV003130,2024-08-06,119093,Redemption,270438,West Bengal,Kolkata,T30,18-25,Male,5.6,Mandate,VERIFIED
INV000089,2024-09-06,102887,SIP,9573,Maharashtra,Mumbai,T30,26-35,Female,11.2,UPI,VERIFIED
INV001908,2024-09-06,118633,Lumpsum,218136,Uttar Pradesh,Kanpur,B30,26-35,Female,22.6,Net Banking,PENDING
INV000554,2024-09-06,120842,Redemption,400867,Delhi,Noida,T30,36-45,Male,12.3,Mandate,VERIFIED
INV000104,2024-09-06,120503,Lumpsum,138854,Madhya Pradesh,Indore,T30,26-35,Male,8.1,Net Banking,VERIFIED
INV004906,2024-09-06,101206,Lumpsum,317908,Madhya Pradesh,Indore,T30,26-35,Male,9.9,Mandate,VERIFIED
INV001744,2024-09-06,102886,SIP,16540,Karnataka,Mysore,B30,26-35,Male,15.9,Mandate,VERIFIED
INV002373,2024-09-06,148567,SIP,2042,Maharashtra,Pune,T30,36-45,Male,56.3,Net Banking,PENDING
INV004246,2024-09-06,118634,SIP,2281,West Bengal,Kolkata,T30,36-45,Female,12.2,Cheque,VERIFIED
INV000520,2024-09-06,149323,Redemption,88519,West Bengal,Kolkata,T30,46-55,Female,59.4,UPI,VERIFIED
INV001569,2024-09-06,118634,SIP,8135,Punjab,Chandigarh,T30,46-55,Male,50.1,UPI,VERIFIED
INV000989,2024-09-06,120843,Redemption,137415,Gujarat,Surat,T30,36-45,Male,16.1,Net Banking,VERIFIED
INV003536,2024-09-06,120844,SIP,3089,Maharashtra,Nashik,B30,36-45,Male,36.9,Mandate,VERIFIED
INV001128,2024-09-06,148568,SIP,41185,West Bengal,Kolkata,T30,36-45,Female,43.2,Net Banking,VERIFIED
INV003406,2024-09-06,120841,SIP,14739,Madhya Pradesh,Bhopal,B30,26-35,Male,21.2,Net Banking,VERIFIED
INV002189,2024-09-06,119551,SIP,3548,Uttar Pradesh,Lucknow,T30,36-45,Male,37.4,Cheque,PENDING
INV001913,2024-09-06,120506,Redemption,390620,Tamil Nadu,Chennai,T30,26-35,Female,11.8,Net Banking,VERIFIED
